Wires computation for maximum sag hypothesis
- Project file ...................................: F:/seguridad_rural/Tendidos/pwl_tendidos.sqlite
- Electric pylons connection .....................: EP_20_EP_21
- Number of wire groups to compute ...............: 4
- Processing parameters:
  - Process only enabled connections .............: True
  - Process only enabled wires groups ............: True
  - Powerline voltage (kv) .......................: 132.0
  - Wire type ....................................: 242-AL1/39-ST1A
  - Wire section (mm2) ...........................: 281.1
  - Wire elastic modulus (daN/mm2) ...............: 7500.0
  - Wire coef linear thermal expansion (ºC-1) ....: 0.000018900
  - Wire weight (daN/m) ..........................: 0.977
  - Wire diameter (mm) ...........................: 21.8
  - Wire breaking coefficient (daN) ..............: 8450.0
  - Wire maximum distance from axis (m) ..........: 8.0
  - Maximum vertical distance between wires (m) ..: 18.0
  - Minimum safety ground distance (m) ...........: 10.0
  - Safety ground distance (m) ...................: 10.0
  - Digital terrain model file name ..............: F:/seguridad_rural/Tendidos/data/primera_cobertura_dtm.tif
- Region of interest .............................: POLYGON((562549.5762 4285552.5415,562764.4363 4285318.5451,562752.6509 4285307.7235,562537.7908 4285541.7199,562549.5762 4285552.5415))
- Minimum elevation from dtm .....................: 1166.275
- Maximum elevation from dtm .....................: 1182.862
- Maximum Sag ....................................: 12.683
- Catenary computed from Sag: height(x)=c*cosh((x-x_min)/c)+bias, x is the 2d distance to first point;
  - First point ..................................: ( 562543.6835, 4285547.1307, 1167.4931)
  - Last point ...................................: ( 562758.5436, 4285313.1343, 1181.6028)
  - Length (2d,m) ................................: 317.678
  - Delta H (m) ..................................: 14.110
  - Length (3d,m) ................................: 317.991
  - Azimuth (deg) ................................: 137.441238246775
    Iter      cSag   Error_sag
      87   10.2053      2.4775
      88   10.2639      2.4189
      89   10.3221      2.3607
      90   10.3801      2.3027
      91   10.4377      2.2451
      92   10.4950      2.1878
      93   10.5520      2.1308
      94   10.6087      2.0741
      95   10.6651      2.0177
      96   10.7212      1.9616
      97   10.7770      1.9058
      98   10.8325      1.8503
      99   10.8878      1.7950
     100   10.9427      1.7401
     101   10.9974      1.6854
     102   11.0519      1.6309
     103   11.1060      1.5768
     104   11.1599      1.5229
     105   11.2136      1.4692
     106   11.2670      1.4158
     107   11.3201      1.3627
     108   11.3730      1.3098
     109   11.4257      1.2571
     110   11.4781      1.2047
     111   11.5303      1.1525
     112   11.5822      1.1006
     113   11.6340      1.0488
     114   11.6854      0.9974
     115   11.7367      0.9461
     116   11.7878      0.8950
     117   11.8386      0.8442
     118   11.8892      0.7936
     119   11.9396      0.7432
     120   11.9898      0.6930
     121   12.0398      0.6430
     122   12.0896      0.5932
     123   12.1391      0.5437
     124   12.1885      0.4943
     125   12.2377      0.4451
     126   12.2867      0.3961
     127   12.3355      0.3473
     128   12.3841      0.2987
     129   12.4325      0.2503
     130   12.4807      0.2021
     131   12.5288      0.1540
     132   12.5767      0.1061
     133   12.6243      0.0585
     134   12.6719      0.0109
  - Parameter c ..................................: 998.582347398216143
  - Parameter x_min ..............................: 114.687774382563333
  - Parameter bias ...............................: 162.317552203866285
  - Parameter s ..................................: 319.3310
  - Parameter sag ................................: 12.6719
  - Parameter SagDistance ........................: 159.0300
  - Parameter MaxError ...........................: 0.0000
  - Parameter Std ................................: 0.0000
- Catenary arc length ............................: 319.331
- Theoretical sag ................................: 12.683
- Catenary maximum sag ...........................: 12.672
- Catenary maximum sag arc length ................: 159.030
- Pylons minimum height ..........................: 26.060
