Wires computation for maximum sag hypothesis
- Project file ...................................: F:/seguridad_rural/Tendidos/pwl_tendidos.sqlite
- Electric pylons connection .....................: EP_43_EP_44
- Number of wire groups to compute ...............: 4
- Processing parameters:
  - Process only enabled connections .............: True
  - Process only enabled wires groups ............: True
  - Powerline voltage (kv) .......................: 132.0
  - Wire type ....................................: 242-AL1/39-ST1A
  - Wire section (mm2) ...........................: 281.1
  - Wire elastic modulus (daN/mm2) ...............: 7500.0
  - Wire coef linear thermal expansion (ºC-1) ....: 0.000018900
  - Wire weight (daN/m) ..........................: 0.977
  - Wire diameter (mm) ...........................: 21.8
  - Wire breaking coefficient (daN) ..............: 8450.0
  - Wire maximum distance from axis (m) ..........: 8.0
  - Maximum vertical distance between wires (m) ..: 18.0
  - Minimum safety ground distance (m) ...........: 10.0
  - Safety ground distance (m) ...................: 10.0
  - Digital terrain model file name ..............: F:/seguridad_rural/Tendidos/data/primera_cobertura_dtm.tif
- Region of interest .............................: POLYGON((567979.9192 4282992.4423,568243.1172 4282764.4436,568232.6410 4282752.3502,567969.4430 4282980.3489,567979.9192 4282992.4423))
- Minimum elevation from dtm .....................: 1066.882
- Maximum elevation from dtm .....................: 1124.302
- Maximum Sag ....................................: 15.114
- Catenary computed from Sag: height(x)=c*cosh((x-x_min)/c)+bias, x is the 2d distance to first point;
  - First point ..................................: ( 567974.6811, 4282986.3956, 1067.2201)
  - Last point ...................................: ( 568237.8791, 4282758.3969, 1124.2060)
  - Length (2d,m) ................................: 348.219
  - Delta H (m) ..................................: 56.986
  - Length (3d,m) ................................: 352.851
  - Azimuth (deg) ................................: 130.901174099332
    Iter      cSag   Error_sag
     153   14.4383      0.6760
     154   14.4856      0.6287
     155   14.5327      0.5816
     156   14.5796      0.5347
     157   14.6264      0.4879
     158   14.6731      0.4413
     159   14.7196      0.3948
     160   14.7659      0.3484
     161   14.8121      0.3022
     162   14.8582      0.2561
     163   14.9041      0.2102
     164   14.9499      0.1644
     165   14.9955      0.1188
     166   15.0411      0.0733
     167   15.0864      0.0279
  - Parameter c ..................................: 1020.411792871004764
  - Parameter x_min ..............................: 8.652999571099912
  - Parameter bias ...............................: 46.771595740824068
  - Parameter s ..................................: 354.5212
  - Parameter sag ................................: 15.0864
  - Parameter SagDistance ........................: 174.9100
  - Parameter MaxError ...........................: 0.0000
  - Parameter Std ................................: 0.0000
- Catenary arc length ............................: 354.521
- Theoretical sag ................................: 15.114
- Catenary maximum sag ...........................: 15.086
- Catenary maximum sag arc length ................: 174.910
- Pylons minimum height ..........................: 17.286
