Wires computation for maximum sag hypothesis
- Project file ...................................: F:/seguridad_rural/Tendidos/pwl_tendidos.sqlite
- Electric pylons connection .....................: EP_31_EP_32
- Number of wire groups to compute ...............: 4
- Processing parameters:
  - Process only enabled connections .............: True
  - Process only enabled wires groups ............: True
  - Powerline voltage (kv) .......................: 132.0
  - Wire type ....................................: 242-AL1/39-ST1A
  - Wire section (mm2) ...........................: 281.1
  - Wire elastic modulus (daN/mm2) ...............: 7500.0
  - Wire coef linear thermal expansion (ºC-1) ....: 0.000018900
  - Wire weight (daN/m) ..........................: 0.977
  - Wire diameter (mm) ...........................: 21.8
  - Wire breaking coefficient (daN) ..............: 8450.0
  - Wire maximum distance from axis (m) ..........: 8.0
  - Maximum vertical distance between wires (m) ..: 18.0
  - Minimum safety ground distance (m) ...........: 10.0
  - Safety ground distance (m) ...................: 10.0
  - Digital terrain model file name ..............: F:/seguridad_rural/Tendidos/data/primera_cobertura_dtm.tif
- Region of interest .............................: POLYGON((565037.0022 4283546.1468,565474.7137 4283386.8021,565469.2405 4283371.7673,565031.5290 4283531.1120,565037.0022 4283546.1468))
- Minimum elevation from dtm .....................: 1081.853
- Maximum elevation from dtm .....................: 1200.200
- Maximum Sag ....................................: 26.562
- Catenary computed from Sag: height(x)=c*cosh((x-x_min)/c)+bias, x is the 2d distance to first point;
  - First point ..................................: ( 565034.2656, 4283538.6294, 1200.1867)
  - Last point ...................................: ( 565471.9771, 4283379.2847, 1082.2000)
  - Length (2d,m) ................................: 465.813
  - Delta H (m) ..................................: -117.987
  - Length (3d,m) ................................: 480.524
  - Azimuth (deg) ................................: 110.003553366341
    Iter      cSag   Error_sag
     210   20.0937      6.4687
     211   20.1416      6.4208
     212   20.1894      6.3730
     213   20.2371      6.3253
     214   20.2847      6.2777
     215   20.3321      6.2302
     216   20.3795      6.1829
     217   20.4267      6.1356
     218   20.4739      6.0885
     219   20.5209      6.0415
     220   20.5679      5.9945
     221   20.6147      5.9477
     222   20.6614      5.9010
     223   20.7080      5.8544
     224   20.7545      5.8079
     225   20.8009      5.7615
     226   20.8472      5.7152
     227   20.8934      5.6690
     228   20.9395      5.6229
     229   20.9855      5.5769
     230   21.0314      5.5310
     231   21.0772      5.4851
     232   21.1229      5.4394
     233   21.1685      5.3938
     234   21.2141      5.3483
     235   21.2595      5.3029
     236   21.3048      5.2576
     237   21.3500      5.2124
     238   21.3951      5.1672
     239   21.4402      5.1222
     240   21.4851      5.0773
     241   21.5300      5.0324
     242   21.5747      4.9877
     243   21.6194      4.9430
     244   21.6640      4.8984
     245   21.7085      4.8539
     246   21.7529      4.8095
     247   21.7972      4.7652
     248   21.8414      4.7210
     249   21.8855      4.6769
     250   21.9295      4.6328
     251   21.9735      4.5889
     252   22.0174      4.5450
     253   22.0611      4.5012
     254   22.1048      4.4575
     255   22.1484      4.4139
     256   22.1920      4.3704
     257   22.2354      4.3270
     258   22.2788      4.2836
     259   22.3220      4.2403
     260   22.3652      4.1971
     261   22.4083      4.1540
     262   22.4514      4.1110
     263   22.4943      4.0681
     264   22.5372      4.0252
     265   22.5800      3.9824
     266   22.6227      3.9397
     267   22.6653      3.8971
     268   22.7079      3.8545
     269   22.7503      3.8121
     270   22.7927      3.7697
     271   22.8350      3.7274
     272   22.8773      3.6851
     273   22.9194      3.6430
     274   22.9615      3.6009
     275   23.0035      3.5589
     276   23.0454      3.5169
     277   23.0873      3.4751
     278   23.1291      3.4333
     279   23.1708      3.3916
     280   23.2124      3.3500
     281   23.2540      3.3084
     282   23.2955      3.2669
     283   23.3369      3.2255
     284   23.3782      3.1842
     285   23.4195      3.1429
     286   23.4607      3.1017
     287   23.5018      3.0606
     288   23.5429      3.0195
     289   23.5839      2.9785
     290   23.6248      2.9376
     291   23.6656      2.8968
     292   23.7064      2.8560
     293   23.7471      2.8153
     294   23.7878      2.7746
     295   23.8283      2.7341
     296   23.8688      2.6936
     297   23.9093      2.6531
     298   23.9496      2.6128
     299   23.9899      2.5725
     300   24.0302      2.5322
     301   24.0703      2.4920
     302   24.1104      2.4519
     303   24.1505      2.4119
     304   24.1904      2.3719
     305   24.2304      2.3320
     306   24.2702      2.2922
     307   24.3100      2.2524
     308   24.3497      2.2127
     309   24.3893      2.1730
     310   24.4289      2.1335
     311   24.4684      2.0939
     312   24.5079      2.0545
     313   24.5473      2.0151
     314   24.5866      1.9757
     315   24.6259      1.9365
     316   24.6651      1.8973
     317   24.7043      1.8581
     318   24.7434      1.8190
     319   24.7824      1.7800
     320   24.8214      1.7410
     321   24.8603      1.7021
     322   24.8991      1.6633
     323   24.9379      1.6245
     324   24.9766      1.5857
     325   25.0153      1.5471
     326   25.0539      1.5084
     327   25.0925      1.4699
     328   25.1310      1.4314
     329   25.1694      1.3930
     330   25.2078      1.3546
     331   25.2461      1.3163
     332   25.2844      1.2780
     333   25.3226      1.2398
     334   25.3608      1.2016
     335   25.3989      1.1635
     336   25.4369      1.1255
     337   25.4749      1.0875
     338   25.5128      1.0496
     339   25.5507      1.0117
     340   25.5885      0.9739
     341   25.6263      0.9361
     342   25.6640      0.8984
     343   25.7016      0.8608
     344   25.7392      0.8232
     345   25.7768      0.7856
     346   25.8143      0.7481
     347   25.8517      0.7107
     348   25.8891      0.6733
     349   25.9264      0.6360
     350   25.9637      0.5987
     351   26.0009      0.5615
     352   26.0381      0.5243
     353   26.0752      0.4872
     354   26.1123      0.4501
     355   26.1493      0.4131
     356   26.1863      0.3761
     357   26.2232      0.3392
     358   26.2601      0.3023
     359   26.2969      0.2655
     360   26.3337      0.2287
     361   26.3704      0.1920
     362   26.4070      0.1553
     363   26.4437      0.1187
     364   26.4802      0.0822
     365   26.5167      0.0457
  - Parameter c ..................................: 1058.990588456937985
  - Parameter x_min ..............................: 496.266992633888208
  - Parameter bias ...............................: 22.771500486609966
  - Parameter s ..................................: 484.1736
  - Parameter sag ................................: 26.5167
  - Parameter SagDistance ........................: 230.8200
  - Parameter MaxError ...........................: 0.0000
  - Parameter Std ................................: 0.0000
- Catenary arc length ............................: 484.174
- Theoretical sag ................................: 26.562
- Catenary maximum sag ...........................: 26.517
- Catenary maximum sag arc length ................: 230.820
- Pylons minimum height ..........................: 24.769
